,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,tensor(2.84402140e-05),tensor(-0.00039583),tensor(-0.00140408),tensor(-0.00093863),tensor(0.00313800),tensor(-0.00094597),tensor(0.00061248),tensor(-0.00070739),tensor(-0.00075877),tensor(-0.00102680),tensor(-0.00019182),tensor(0.00060151),tensor(0.00043000),tensor(-0.00156178),tensor(-0.00156455),tensor(-0.00213909),tensor(-0.01078642)
1,tensor(-0.00114418),tensor(-0.00568760),tensor(-0.00684249),tensor(-0.00239271),tensor(-0.00518618),tensor(-0.01004310),tensor(0.00664321),tensor(0.00361400),tensor(0.00477471),tensor(0.00702075),tensor(0.00122016),tensor(0.00113430),tensor(-0.00013201),tensor(0.00377195),tensor(-0.00235942),tensor(-0.00444157),tensor(-0.01576292)
2,tensor(-0.00013509),tensor(-4.37239541e-05),tensor(-0.00189510),tensor(-0.00154200),tensor(0.00784949),tensor(0.00170153),tensor(0.00176315),tensor(-0.00045729),tensor(-0.00015942),tensor(0.00016607),tensor(-0.00017635),tensor(0.00078038),tensor(0.00057087),tensor(-0.00080256),tensor(-0.00220241),tensor(-0.00324433),tensor(-0.01481621)
3,tensor(-0.00072123),tensor(-0.00188713),tensor(-0.00279966),tensor(-0.00158785),tensor(0.00298747),tensor(0.00053267),tensor(0.00462468),tensor(0.00215802),tensor(0.00311117),tensor(0.00492276),tensor(0.00063552),tensor(0.00053952),tensor(-0.00013341),tensor(0.00253263),tensor(-0.00167256),tensor(-0.00291232),tensor(-0.00573366)
4,tensor(0.00018714),tensor(0.00338034),tensor(0.00221386),tensor(-0.00047061),tensor(0.01010305),tensor(0.00940727),tensor(0.00064283),tensor(-0.00062103),tensor(-8.46837283e-05),tensor(0.00101961),tensor(-0.00042838),tensor(2.28921690e-05),tensor(0.00059473),tensor(0.00014809),tensor(-0.00096415),tensor(-0.00120739),tensor(-0.01538655)
5,tensor(-0.00017673),tensor(0.00114309),tensor(3.44296423e-05),tensor(-0.00114248),tensor(0.00643468),tensor(0.00671422),tensor(0.00322572),tensor(0.00137443),tensor(0.00210493),tensor(0.00325607),tensor(0.00035927),tensor(0.00096209),tensor(0.00099638),tensor(0.00227256),tensor(-0.00133466),tensor(-0.00213817),tensor(-0.00522979)
6,tensor(-0.00084124),tensor(-0.00273930),tensor(-0.00341350),tensor(-0.00099892),tensor(0.00235663),tensor(-0.00626898),tensor(0.00288572),tensor(0.00167434),tensor(0.00267623),tensor(0.00455684),tensor(0.00041364),tensor(-0.00026841),tensor(-0.00058956),tensor(0.00347664),tensor(-0.00049285),tensor(-0.00160449),tensor(-0.00948890)
7,tensor(-0.00057032),tensor(0.00153800),tensor(0.00132605),tensor(-0.00023823),tensor(0.00497502),tensor(0.00775574),tensor(0.00269952),tensor(0.00167471),tensor(0.00265813),tensor(0.00440543),tensor(0.00033574),tensor(-0.00045255),tensor(-0.00035385),tensor(0.00413044),tensor(0.00046388),tensor(8.57573614e-05),tensor(-0.00015235)
8,tensor(9.50981339e-05),tensor(0.00326403),tensor(0.00196244),tensor(-0.00088776),tensor(0.00520272),tensor(0.00797038),tensor(0.00399479),tensor(0.00199233),tensor(0.00312192),tensor(0.00506005),tensor(0.00045985),tensor(0.00168625),tensor(0.00274036),tensor(0.00395957),tensor(-0.00084530),tensor(-0.00152445),tensor(-0.00200196)
9,tensor(-0.00055131),tensor(0.00014278),tensor(-0.00058009),tensor(-0.00078150),tensor(0.00299588),tensor(0.00226412),tensor(0.00393918),tensor(0.00247662),tensor(0.00357530),tensor(0.00524961),tensor(0.00059447),tensor(0.00060903),tensor(0.00073564),tensor(0.00434785),tensor(-0.00040221),tensor(-0.00127138),tensor(-0.01109973)
10,tensor(0.00060387),tensor(0.00254391),tensor(0.00176781),tensor(-0.00047162),tensor(0.00428820),tensor(0.00276604),tensor(0.00250055),tensor(0.00055123),tensor(0.00155805),tensor(0.00348870),tensor(-0.00010570),tensor(0.00169559),tensor(0.00311268),tensor(0.00326546),tensor(-0.00071508),tensor(-0.00113672),tensor(-0.00419718)
11,tensor(-0.00059974),tensor(-3.09593124e-05),tensor(-0.00038523),tensor(-0.00078895),tensor(0.00152482),tensor(-0.00169815),tensor(0.00464530),tensor(0.00302915),tensor(0.00398254),tensor(0.00493544),tensor(0.00086559),tensor(0.00129012),tensor(0.00126771),tensor(0.00420788),tensor(-7.62250856e-05),tensor(-0.00054598),tensor(0.00349552)
12,tensor(-0.00031875),tensor(-0.00058452),tensor(-0.00105426),tensor(-0.00074157),tensor(-0.00262299),tensor(0.00069339),tensor(0.00286937),tensor(0.00113061),tensor(0.00147890),tensor(0.00113633),tensor(0.00031002),tensor(0.00130274),tensor(0.00145456),tensor(0.00293146),tensor(-0.00054737),tensor(-0.00139160),tensor(-0.01101469)
13,tensor(0.00053928),tensor(0.00354203),tensor(0.00284678),tensor(-0.00041080),tensor(0.00432376),tensor(0.00355053),tensor(-0.00075703),tensor(-0.00040152),tensor(-0.00010713),tensor(0.00013499),tensor(-0.00017908),tensor(0.00193315),tensor(0.00349871),tensor(-0.00128207),tensor(-0.00089176),tensor(-0.00089468),tensor(-0.00759376)
14,tensor(0.00057211),tensor(0.00360539),tensor(0.00338286),tensor(-0.00011581),tensor(0.00361650),tensor(0.00391278),tensor(0.00293066),tensor(0.00010231),tensor(0.00107125),tensor(0.00273175),tensor(-0.00043748),tensor(0.00178541),tensor(0.00226047),tensor(0.00225800),tensor(-0.00069451),tensor(-0.00015751),tensor(0.00260560)
15,tensor(0.00028079),tensor(0.00377848),tensor(0.00283084),tensor(-0.00028994),tensor(0.00350254),tensor(0.00365441),tensor(0.00269721),tensor(0.00136212),tensor(0.00227281),tensor(0.00284694),tensor(4.50781008e-05),tensor(0.00162298),tensor(0.00298785),tensor(0.00230768),tensor(-8.21991925e-05),tensor(-0.00037907),tensor(-0.00198104)
16,tensor(-0.00048855),tensor(-2.55007653e-05),tensor(-0.00072716),tensor(-0.00060782),tensor(0.00232283),tensor(0.00253217),tensor(-0.00059521),tensor(0.00099103),tensor(0.00135760),tensor(0.00190161),tensor(0.00046594),tensor(0.00155879),tensor(0.00200370),tensor(-0.00081817),tensor(0.00025493),tensor(-0.00033304),tensor(0.00133826)
17,tensor(-0.00013900),tensor(0.00183356),tensor(0.00113703),tensor(-0.00048149),tensor(0.00207670),tensor(-0.00099331),tensor(0.00203401),tensor(5.00017595e-05),tensor(0.00019054),tensor(0.00077369),tensor(-7.07670324e-06),tensor(0.00131332),tensor(0.00159577),tensor(0.00220030),tensor(-0.00023261),tensor(-0.00139635),tensor(-0.01081334)
18,tensor(1.73145017e-05),tensor(0.00034809),tensor(0.00051454),tensor(-0.00074900),tensor(0.00136178),tensor(0.00083909),tensor(0.00233444),tensor(0.00215187),tensor(0.00261358),tensor(0.00174484),tensor(0.00050265),tensor(0.00205874),tensor(0.00176728),tensor(0.00190534),tensor(-0.00063499),tensor(-0.00081350),tensor(-0.00472540)
19,tensor(0.00078337),tensor(0.00061373),tensor(0.00128106),tensor(0.00060354),tensor(0.00178116),tensor(0.00212820),tensor(-0.00080875),tensor(-0.00091541),tensor(3.24870743e-05),tensor(0.00122175),tensor(-0.00080468),tensor(0.00177792),tensor(0.00325145),tensor(-0.00098138),tensor(0.00047710),tensor(0.00153163),tensor(0.00705798)
20,tensor(-0.00106560),tensor(0.00087489),tensor(-0.00050587),tensor(-0.00148734),tensor(0.00137102),tensor(-0.00124304),tensor(0.00214114),tensor(0.00249253),tensor(0.00189389),tensor(-0.00084700),tensor(0.00123042),tensor(0.00151221),tensor(0.00129637),tensor(0.00196088),tensor(-0.00023708),tensor(-0.00224142),tensor(-0.00520302)
