,0,1,2
0,tensor(7.97963858),tensor(1.73431170),tensor(9.71395016)
1,tensor(7.97907114),tensor(1.73431373),tensor(9.71338463)
2,tensor(7.97850466),tensor(1.73431516),tensor(9.71282005)
3,tensor(7.97794056),tensor(1.73431611),tensor(9.71225643)
4,tensor(7.97737598),tensor(1.73431683),tensor(9.71169281)
5,tensor(7.97681189),tensor(1.73431683),tensor(9.71112823)
