,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,tensor(0.01338699),tensor(-0.00841403),tensor(-0.00221153),tensor(0.01071832),tensor(-0.00571117),tensor(-0.01081408),tensor(-0.00476158),tensor(-0.01945893),tensor(-0.01472481),tensor(-0.01562554),tensor(-0.01920678),tensor(0.01113599),tensor(0.00860328),tensor(-0.01982309),tensor(-0.00213658),tensor(-0.00779927),tensor(-0.04423455)
1,tensor(0.00591783),tensor(-0.01088692),tensor(-0.00394281),tensor(0.01156281),tensor(-0.00430890),tensor(-0.00660676),tensor(-0.00752920),tensor(-0.01876848),tensor(-0.01403215),tensor(-0.01721600),tensor(-0.02205034),tensor(0.00505644),tensor(0.00264942),tensor(-0.02272287),tensor(-0.00862910),tensor(-0.01289467),tensor(-0.04240464)
2,tensor(-0.00025891),tensor(-0.01919874),tensor(0.00578786),tensor(0.01299075),tensor(-0.01727647),tensor(0.00311190),tensor(0.00503774),tensor(-0.01248574),tensor(-0.00157866),tensor(-0.01313345),tensor(-0.02016181),tensor(0.01436130),tensor(0.01211638),tensor(-0.01859272),tensor(-0.01139841),tensor(-0.01645032),tensor(-0.04044182)
3,tensor(0.00973959),tensor(0.00468496),tensor(0.00301248),tensor(-0.00290209),tensor(0.01305451),tensor(0.01109528),tensor(-0.01044681),tensor(-0.01766560),tensor(-0.01544183),tensor(-0.00843426),tensor(-0.01205398),tensor(-7.10949462e-05),tensor(0.00049647),tensor(-0.01200876),tensor(0.00278270),tensor(0.00246063),tensor(-0.01306283)
4,tensor(-0.01101533),tensor(-0.00942562),tensor(-0.00710934),tensor(-0.00962923),tensor(-0.00466680),tensor(-0.00891413),tensor(0.00992254),tensor(0.01356231),tensor(0.01082790),tensor(0.01069665),tensor(0.00639213),tensor(-0.00284955),tensor(-0.00426551),tensor(0.00166055),tensor(-0.00866623),tensor(-0.01073496),tensor(0.00178535)
5,tensor(0.00510560),tensor(-0.00639451),tensor(-0.00358757),tensor(-0.00310071),tensor(-0.00013787),tensor(0.00279146),tensor(-0.00574566),tensor(-0.00992143),tensor(-0.00575954),tensor(-0.00145863),tensor(-0.00774057),tensor(-0.00069463),tensor(-0.00123054),tensor(-0.00622299),tensor(-0.00388506),tensor(-0.00653452),tensor(-0.03692133)
6,tensor(-0.00299103),tensor(-0.00137888),tensor(-0.00945160),tensor(-0.00694512),tensor(0.00181442),tensor(-0.00995471),tensor(-0.00998279),tensor(-0.01799849),tensor(-0.01785018),tensor(-0.01317987),tensor(0.01017140),tensor(0.00133424),tensor(-0.00023767),tensor(-0.00329035),tensor(-0.00200392),tensor(-0.00317600),tensor(-0.00523825)
7,tensor(-0.01034544),tensor(0.00415356),tensor(-0.00657538),tensor(-0.01233903),tensor(-0.00029057),tensor(0.00012869),tensor(-0.01298011),tensor(-0.01716926),tensor(-0.01332824),tensor(-0.00998743),tensor(0.00381455),tensor(-0.00459733),tensor(-0.00433796),tensor(0.00389569),tensor(0.00317755),tensor(0.00172055),tensor(-0.01644448)
8,tensor(-0.00697600),tensor(-0.00158751),tensor(-0.01158119),tensor(-0.00732848),tensor(-0.00644127),tensor(-0.00828532),tensor(-0.00701222),tensor(-0.01700752),tensor(-0.01542683),tensor(-0.01295387),tensor(0.00857909),tensor(-0.00087652),tensor(-0.00370966),tensor(7.91998464e-05),tensor(0.00224409),tensor(0.00270817),tensor(-0.01500645)
9,tensor(0.00146398),tensor(-0.01247321),tensor(0.00485465),tensor(0.00943389),tensor(-0.01190579),tensor(0.00137605),tensor(-0.01509099),tensor(-0.02420602),tensor(-0.01918229),tensor(-0.01188546),tensor(-0.02132950),tensor(0.00831160),tensor(0.00760632),tensor(-0.00593841),tensor(-0.00902161),tensor(-0.01180482),tensor(-0.01519915)
10,tensor(0.00213262),tensor(-0.01142732),tensor(0.00789414),tensor(0.00915141),tensor(-0.00589211),tensor(-0.00204483),tensor(-0.00559445),tensor(-0.01942044),tensor(-0.01603670),tensor(-0.00837020),tensor(-0.00833669),tensor(0.00730584),tensor(0.01031848),tensor(-0.00548411),tensor(-0.00885854),tensor(-0.01147536),tensor(-0.02687376)
11,tensor(0.00079374),tensor(0.00021954),tensor(0.00719799),tensor(0.00863056),tensor(0.00027973),tensor(-0.00540228),tensor(-0.00962629),tensor(-0.01898603),tensor(-0.01578323),tensor(-0.00875019),tensor(-0.01279560),tensor(0.00695131),tensor(0.00521438),tensor(-0.01133274),tensor(-0.01153458),tensor(-0.01414577),tensor(-0.01981023)
12,tensor(0.00457371),tensor(-0.00269974),tensor(0.00102877),tensor(-0.00650793),tensor(-0.00798676),tensor(-0.00401175),tensor(0.00121790),tensor(0.00326569),tensor(0.00201852),tensor(0.01503136),tensor(-0.00354355),tensor(-0.00061115),tensor(0.00263515),tensor(0.00638866),tensor(0.00606637),tensor(0.00535999),tensor(-0.00418050)
13,tensor(-0.00586795),tensor(0.00379727),tensor(-0.00299256),tensor(-0.00065504),tensor(0.00129773),tensor(-0.00252515),tensor(0.00822954),tensor(0.00283175),tensor(0.00275205),tensor(0.00791769),tensor(0.00326397),tensor(0.00088151),tensor(0.00162432),tensor(-0.00178908),tensor(0.00177961),tensor(-0.00104990),tensor(-0.02460412)
14,tensor(0.00615989),tensor(-0.00787229),tensor(0.00277805),tensor(0.00039116),tensor(0.00200159),tensor(-0.00269697),tensor(0.00252383),tensor(0.00526283),tensor(0.00524181),tensor(0.00631173),tensor(-0.00048558),tensor(0.00325751),tensor(0.00258968),tensor(0.01652394),tensor(0.00570766),tensor(0.00491620),tensor(-0.00303234)
15,tensor(-0.00960123),tensor(0.00879194),tensor(-0.00044792),tensor(-0.00826584),tensor(-0.00515682),tensor(0.00336888),tensor(0.00256770),tensor(-0.00596083),tensor(-0.00094280),tensor(-0.00273033),tensor(0.00897316),tensor(-0.00174617),tensor(0.00178501),tensor(-0.00986960),tensor(0.00354565),tensor(-0.00196575),tensor(-0.04497560)
16,tensor(-0.00690934),tensor(-0.00014133),tensor(-0.00077193),tensor(-0.01000791),tensor(0.00554067),tensor(0.00213540),tensor(0.00261475),tensor(-0.01120611),tensor(-0.00875990),tensor(-0.00221356),tensor(0.00664477),tensor(0.00201454),tensor(-0.00120002),tensor(-0.01181345),tensor(0.00678927),tensor(0.00913678),tensor(-0.03446744)
17,tensor(-0.00040141),tensor(0.00795598),tensor(-0.00357847),tensor(-0.00505627),tensor(0.00458734),tensor(-0.00259569),tensor(3.08457602e-05),tensor(-0.01210322),tensor(-0.00813096),tensor(-0.00017724),tensor(-0.00551888),tensor(-0.00106581),tensor(-0.00109991),tensor(-0.01368962),tensor(0.00507881),tensor(0.00532447),tensor(-0.01456532)
18,tensor(-0.00418649),tensor(-0.00263992),tensor(0.00337238),tensor(0.00507425),tensor(-0.00174687),tensor(0.00090529),tensor(-0.00611972),tensor(-0.01299500),tensor(-0.00758079),tensor(-0.00086490),tensor(-0.00693304),tensor(-0.00010552),tensor(-6.69885048e-05),tensor(0.00236765),tensor(0.00643817),tensor(0.00978066),tensor(0.00882782)
19,tensor(-0.00121663),tensor(-0.00215111),tensor(0.00275213),tensor(0.01156891),tensor(0.00674245),tensor(0.00115942),tensor(-0.00748681),tensor(-0.01110991),tensor(-0.00552208),tensor(0.00088785),tensor(-0.00921595),tensor(0.00063352),tensor(0.00054323),tensor(-0.00056412),tensor(0.00368067),tensor(-0.00271639),tensor(0.00610898)
20,tensor(-0.00231758),tensor(-0.00036532),tensor(0.00235870),tensor(-0.00573657),tensor(-0.00030952),tensor(0.00119457),tensor(-0.00351353),tensor(-0.01180882),tensor(-0.00535625),tensor(0.00019101),tensor(-0.00987612),tensor(0.00087271),tensor(0.00092320),tensor(3.44785367e-05),tensor(-0.00012585),tensor(0.00627563),tensor(0.00534626)
21,tensor(0.00711349),tensor(-0.00049699),tensor(-0.00089274),tensor(0.00564405),tensor(-0.00083396),tensor(0.00160422),tensor(0.00591670),tensor(0.00083745),tensor(0.00157785),tensor(-0.00033643),tensor(0.00186763),tensor(0.00055124),tensor(0.00069082),tensor(0.00091075),tensor(-0.00126625),tensor(-0.00249747),tensor(-0.00370157)
22,tensor(0.00229301),tensor(0.00378521),tensor(0.00224674),tensor(-0.00612746),tensor(-0.00056200),tensor(0.00128989),tensor(0.00439868),tensor(-0.00124298),tensor(0.00032345),tensor(-0.00121298),tensor(-0.00355733),tensor(0.00051609),tensor(0.00079503),tensor(0.00058301),tensor(-0.00122059),tensor(-0.00272042),tensor(-0.00847473)
23,tensor(0.00228292),tensor(0.00156498),tensor(-0.00060706),tensor(0.00391358),tensor(-0.00093683),tensor(0.00107797),tensor(0.00321554),tensor(0.00262644),tensor(0.00315657),tensor(0.00104905),tensor(0.00201563),tensor(0.00046629),tensor(0.00074902),tensor(-1.03197417e-05),tensor(-0.00119307),tensor(-0.00250132),tensor(-0.00260482)
24,tensor(-0.00550753),tensor(0.00160430),tensor(-0.00215352),tensor(-0.00552912),tensor(0.00229495),tensor(-0.00161516),tensor(0.00351527),tensor(0.00371717),tensor(0.01145722),tensor(-0.00104586),tensor(-0.00425201),tensor(0.00048689),tensor(0.00051932),tensor(0.00201238),tensor(0.00063095),tensor(0.00015897),tensor(-0.01384345)
