,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,tensor(-0.00119147),tensor(-0.00594211),tensor(-0.00518669),tensor(-0.00205606),tensor(-0.00654278),tensor(-0.01061034),tensor(0.00094237),tensor(0.00264446),tensor(0.00350512),tensor(0.00496502),tensor(0.00488082),tensor(0.00038486),tensor(-0.00089037),tensor(0.00274744),tensor(-0.00202824),tensor(-0.00396217),tensor(-0.01747664)
1,tensor(-0.00026026),tensor(-0.00243441),tensor(-0.00079719),tensor(-0.00155905),tensor(-0.00336616),tensor(-0.00448599),tensor(0.00032123),tensor(0.00079438),tensor(0.00111719),tensor(0.00162362),tensor(0.00300393),tensor(0.00143759),tensor(0.00107367),tensor(1.82548101e-05),tensor(-0.00213869),tensor(-0.00332458),tensor(-0.01289686)
2,tensor(-0.00029483),tensor(-0.00155932),tensor(0.00148883),tensor(-0.00127754),tensor(-0.00242043),tensor(-0.00162553),tensor(0.00027257),tensor(0.00083705),tensor(0.00127896),tensor(0.00202228),tensor(0.00260332),tensor(0.00103890),tensor(0.00083068),tensor(0.00083599),tensor(-0.00157649),tensor(-0.00257245),tensor(-0.00696786)
3,tensor(-0.00096696),tensor(-0.00333710),tensor(-0.00184734),tensor(-0.00124898),tensor(-0.00360512),tensor(-0.00339787),tensor(0.00065733),tensor(0.00190227),tensor(0.00259891),tensor(0.00367083),tensor(0.00342137),tensor(-7.70058905e-05),tensor(-0.00084260),tensor(0.00253391),tensor(-0.00090174),tensor(-0.00203997),tensor(-0.00144291)
4,tensor(-0.00063975),tensor(-0.00017055),tensor(0.00433700),tensor(-0.00098592),tensor(-0.00097605),tensor(0.00451427),tensor(0.00023934),tensor(0.00102366),tensor(0.00181480),tensor(0.00305328),tensor(0.00161082),tensor(-0.00056676),tensor(-0.00064474),tensor(0.00266900),tensor(-0.00093319),tensor(-0.00200574),tensor(-0.01539697)
5,tensor(-0.00018168),tensor(-0.00103302),tensor(0.00287905),tensor(-0.00144345),tensor(-0.00207807),tensor(-0.00254446),tensor(0.00020123),tensor(0.00057874),tensor(0.00097248),tensor(0.00147489),tensor(0.00317562),tensor(0.00157751),tensor(0.00153340),tensor(0.00036847),tensor(-0.00189895),tensor(-0.00287507),tensor(-0.00899244)
6,tensor(-4.37789204e-05),tensor(0.00214535),tensor(0.00669153),tensor(-0.00032265),tensor(0.00206476),tensor(0.00748401),tensor(-0.00032767),tensor(-0.00055976),tensor(-4.25728103e-05),tensor(0.00086680),tensor(0.00089495),tensor(0.00018021),tensor(0.00079079),tensor(0.00044649),tensor(-0.00055452),tensor(-0.00050435),tensor(0.00570090)
7,tensor(-0.00023845),tensor(0.00109658),tensor(-0.00144388),tensor(-0.00109821),tensor(-0.00021977),tensor(0.00350899),tensor(0.00015299),tensor(0.00083386),tensor(0.00163372),tensor(0.00304244),tensor(0.00222365),tensor(0.00079136),tensor(0.00149820),tensor(0.00269873),tensor(-0.00123244),tensor(-0.00237574),tensor(-0.01468992)
8,tensor(-0.00100623),tensor(-0.00214945),tensor(0.00047513),tensor(-0.00150866),tensor(-0.00251257),tensor(-0.00039259),tensor(0.00091392),tensor(0.00301564),tensor(0.00423408),tensor(0.00623533),tensor(0.00511840),tensor(0.00065129),tensor(0.00027844),tensor(0.00469619),tensor(-0.00128266),tensor(-0.00251410),tensor(-0.00747382)
9,tensor(2.34233030e-05),tensor(0.00313225),tensor(0.00704194),tensor(-0.00068616),tensor(0.00197268),tensor(0.00733407),tensor(2.22419567e-05),tensor(0.00090591),tensor(0.00193252),tensor(0.00392361),tensor(0.00323595),tensor(0.00101064),tensor(0.00204504),tensor(0.00267187),tensor(-0.00082966),tensor(-0.00131625),tensor(0.00076721)
10,tensor(-0.00046110),tensor(0.00259696),tensor(0.00539187),tensor(-0.00049584),tensor(0.00223217),tensor(0.00669718),tensor(0.00031550),tensor(0.00158078),tensor(0.00258077),tensor(0.00431442),tensor(0.00329084),tensor(0.00018634),tensor(0.00052808),tensor(0.00385935),tensor(-0.00036486),tensor(-0.00063767),tensor(-0.00248856)
11,tensor(0.00029421),tensor(0.00451779),tensor(0.00735999),tensor(-9.26057983e-05),tensor(0.00381274),tensor(0.00620307),tensor(-0.00033109),tensor(0.00049326),tensor(0.00166687),tensor(0.00375765),tensor(0.00285917),tensor(0.00070784),tensor(0.00211762),tensor(0.00308829),tensor(-0.00036966),tensor(-0.00039820),tensor(-0.01278354)
12,tensor(9.47794324e-05),tensor(0.00339684),tensor(0.00413967),tensor(-0.00071683),tensor(0.00227056),tensor(0.00482215),tensor(0.00011811),tensor(0.00049708),tensor(0.00085769),tensor(0.00044508),tensor(0.00321109),tensor(0.00160766),tensor(0.00231600),tensor(0.00243578),tensor(-0.00097524),tensor(-0.00107213),tensor(-0.00057066)
13,tensor(0.00086889),tensor(0.00542734),tensor(0.00511071),tensor(0.00056491),tensor(0.00523576),tensor(0.00494096),tensor(-0.00093548),tensor(-0.00146697),tensor(-0.00070688),tensor(6.78141660e-05),tensor(-0.00128448),tensor(0.00096881),tensor(0.00271971),tensor(0.00231456),tensor(0.00027446),tensor(0.00130748),tensor(0.00824227)
14,tensor(-0.00015234),tensor(-0.00018842),tensor(0.00391936),tensor(-0.00079612),tensor(-0.00022686),tensor(0.00257563),tensor(0.00036224),tensor(0.00169145),tensor(0.00227709),tensor(0.00288148),tensor(0.00338622),tensor(0.00139937),tensor(0.00172110),tensor(-0.00077006),tensor(-0.00062344),tensor(-0.00134917),tensor(-0.00478879)
15,tensor(-0.00019053),tensor(0.00209591),tensor(0.00336266),tensor(0.00059655),tensor(0.00299582),tensor(-0.00138239),tensor(-0.00025909),tensor(0.00053694),tensor(0.00165167),tensor(0.00311006),tensor(0.00236926),tensor(-0.00043962),tensor(-0.00029850),tensor(0.00268423),tensor(0.00120090),tensor(0.00200562),tensor(0.01197175)
16,tensor(-1.61037369e-05),tensor(0.00311672),tensor(0.00161635),tensor(-0.00091893),tensor(0.00025456),tensor(0.00261050),tensor(-5.16701039e-05),tensor(-0.00033646),tensor(-0.00014792),tensor(-0.00037285),tensor(-0.00100382),tensor(0.00150188),tensor(0.00245949),tensor(0.00201866),tensor(-0.00072264),tensor(-0.00193326),tensor(-0.01245278)
17,tensor(0.00075074),tensor(-0.00132974),tensor(0.00220746),tensor(-0.00046013),tensor(0.00038191),tensor(0.00220562),tensor(-0.00027449),tensor(0.00058479),tensor(0.00141627),tensor(0.00238655),tensor(0.00240979),tensor(0.00176559),tensor(0.00226064),tensor(-0.00084614),tensor(-0.00154037),tensor(-0.00144755),tensor(-0.01149686)
18,tensor(0.00012647),tensor(0.00252539),tensor(0.00182071),tensor(1.62421056e-05),tensor(0.00201264),tensor(-0.00118529),tensor(0.00028232),tensor(0.00131659),tensor(0.00190010),tensor(0.00222965),tensor(-0.00043484),tensor(0.00199553),tensor(0.00254907),tensor(0.00182337),tensor(0.00055063),tensor(0.00126158),tensor(0.00961547)
19,tensor(-0.00018796),tensor(0.00148281),tensor(0.00197885),tensor(-0.00058923),tensor(0.00163290),tensor(0.00311222),tensor(0.00014628),tensor(0.00078661),tensor(0.00140421),tensor(0.00191503),tensor(0.00214596),tensor(0.00071914),tensor(0.00042425),tensor(-0.00066840),tensor(8.41474757e-05),tensor(-0.00059084),tensor(0.00230596)
20,tensor(4.48290666e-05),tensor(0.00227835),tensor(0.00224379),tensor(-0.00016721),tensor(0.00298293),tensor(0.00279938),tensor(6.28742710e-05),tensor(0.00161239),tensor(0.00233589),tensor(0.00197546),tensor(0.00185487),tensor(0.00013342),tensor(0.00087779),tensor(0.00190496),tensor(-9.44358544e-05),tensor(-0.00084228),tensor(-0.00640061)
21,tensor(-0.00090470),tensor(-0.00327561),tensor(0.00097351),tensor(-0.00113232),tensor(-0.00312343),tensor(0.00103170),tensor(0.00088608),tensor(0.00247971),tensor(0.00278614),tensor(0.00202832),tensor(0.00180392),tensor(0.00146383),tensor(-5.38701488e-06),tensor(0.00166920),tensor(-0.00115447),tensor(-0.00161252),tensor(-0.01149461)
22,tensor(0.00132661),tensor(0.00293976),tensor(-0.00078383),tensor(0.00102498),tensor(0.00368837),tensor(-0.00096577),tensor(-0.00125601),tensor(-0.00209938),tensor(-0.00131457),tensor(0.00035099),tensor(0.00123062),tensor(0.00173063),tensor(0.00302974),tensor(0.00115089),tensor(0.00093886),tensor(0.00281409),tensor(0.00835121)
23,tensor(-0.00070511),tensor(0.00084802),tensor(0.00141707),tensor(-0.00045469),tensor(0.00092768),tensor(-0.00096403),tensor(0.00068213),tensor(0.00118564),tensor(0.00060236),tensor(-0.00084210),tensor(-0.00040965),tensor(0.00112392),tensor(0.00078954),tensor(-0.00046630),tensor(0.00118099),tensor(0.00077299),tensor(0.00739704)
24,tensor(-0.00053776),tensor(-0.00267381),tensor(0.00127851),tensor(-0.00070214),tensor(-0.00049158),tensor(0.00215550),tensor(2.44305647e-05),tensor(0.00048670),tensor(0.00115457),tensor(0.00139160),tensor(-0.00049159),tensor(0.00108888),tensor(0.00044685),tensor(-0.00058810),tensor(-0.00081407),tensor(-0.00260750),tensor(-0.01219618)
25,tensor(0.00036618),tensor(0.00252960),tensor(0.00100294),tensor(-0.00048448),tensor(-0.00010040),tensor(0.00096496),tensor(-4.70734994e-05),tensor(3.43661013e-05),tensor(-3.79120465e-05),tensor(0.00064475),tensor(0.00122812),tensor(0.00102250),tensor(0.00242532),tensor(0.00129881),tensor(-0.00025987),tensor(-0.00024439),tensor(-0.00249287)
26,tensor(0.00057764),tensor(0.00163894),tensor(0.00111409),tensor(0.00051938),tensor(0.00267841),tensor(-0.00072180),tensor(-6.66771884e-05),tensor(0.00036555),tensor(0.00029549),tensor(-0.00079306),tensor(-0.00040873),tensor(0.00173789),tensor(0.00224519),tensor(0.00108618),tensor(0.00134283),tensor(0.00217286),tensor(0.00967850)
27,tensor(-0.00028245),tensor(0.00125676),tensor(0.00100042),tensor(-0.00017497),tensor(0.00180432),tensor(0.00209143),tensor(-6.34328462e-05),tensor(0.00060864),tensor(0.00129030),tensor(0.00122861),tensor(0.00111268),tensor(0.00139457),tensor(0.00093405),tensor(-0.00049942),tensor(-0.00044554),tensor(-0.00029334),tensor(-0.00232076)
28,tensor(-0.00023847),tensor(-0.00259481),tensor(0.00122309),tensor(-0.00090404),tensor(-0.00068047),tensor(0.00168227),tensor(0.00032544),tensor(0.00012653),tensor(-0.00019429),tensor(0.00066241),tensor(-0.00037973),tensor(0.00159338),tensor(0.00051861),tensor(0.00100458),tensor(-0.00058131),tensor(-0.00257618),tensor(-0.01052600)
29,tensor(0.00032300),tensor(0.00214222),tensor(-0.00081096),tensor(0.00083536),tensor(0.00254450),tensor(-0.00095528),tensor(-0.00029623),tensor(0.00038115),tensor(0.00045377),tensor(-0.00071704),tensor(0.00103889),tensor(0.00085009),tensor(0.00220344),tensor(-0.00045644),tensor(0.00126059),tensor(0.00238905),tensor(0.00388888)
