,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,tensor(0.00039072),tensor(-0.00013598),tensor(-0.00508860),tensor(-0.00172483),tensor(-0.00044055),tensor(-0.00917866),tensor(0.00230661),tensor(0.00025118),tensor(0.00083379),tensor(8.25072784e-05),tensor(0.00012325),tensor(0.00131611),tensor(0.00063675),tensor(-0.00216128),tensor(-0.00257467),tensor(-0.00360597),tensor(-0.01764979)
1,tensor(-0.00026501),tensor(-0.00253240),tensor(-0.00799368),tensor(-0.00242117),tensor(-0.00418288),tensor(-0.01393881),tensor(0.00484367),tensor(0.00259755),tensor(0.00398316),tensor(0.00455250),tensor(0.00084828),tensor(0.00139994),tensor(0.00037534),tensor(0.00060605),tensor(-0.00264970),tensor(-0.00443534),tensor(-0.02009024)
2,tensor(0.00085379),tensor(0.00256306),tensor(-0.00298098),tensor(-0.00136406),tensor(0.00702697),tensor(-0.00318851),tensor(0.00154667),tensor(-0.00028024),tensor(0.00030856),tensor(-0.00017732),tensor(-0.00016626),tensor(0.00168717),tensor(0.00152948),tensor(-0.00206109),tensor(-0.00215170),tensor(-0.00290348),tensor(-0.01431896)
3,tensor(-0.00126367),tensor(-0.00148714),tensor(-0.00610724),tensor(-0.00130246),tensor(0.00185596),tensor(-0.00713870),tensor(0.00299613),tensor(0.00307282),tensor(0.00468409),tensor(0.00627067),tensor(0.00082639),tensor(-0.00208394),tensor(-0.00371395),tensor(0.00363920),tensor(0.00028046),tensor(-0.00120960),tensor(-0.01150451)
4,tensor(0.00098178),tensor(0.00600857),tensor(0.00026487),tensor(-0.00017107),tensor(0.01299318),tensor(0.00319347),tensor(-0.00137961),tensor(-0.00187999),tensor(-0.00138856),tensor(-0.00182440),tensor(-0.00088573),tensor(0.00013234),tensor(0.00028731),tensor(-0.00200577),tensor(0.00010607),tensor(7.28236919e-05),tensor(-0.00631574)
5,tensor(0.00063341),tensor(0.00241437),tensor(-0.00439889),tensor(-0.00169986),tensor(0.00621461),tensor(-0.00781730),tensor(0.00292597),tensor(0.00129723),tensor(0.00260557),tensor(0.00369973),tensor(0.00018335),tensor(0.00167496),tensor(0.00163731),tensor(0.00021804),tensor(-0.00203872),tensor(-0.00336431),tensor(-0.02418368)
6,tensor(-0.00130071),tensor(-0.00136096),tensor(-0.00387178),tensor(-0.00063395),tensor(0.00046076),tensor(-0.00454784),tensor(0.00291603),tensor(0.00309860),tensor(0.00457906),tensor(0.00633279),tensor(0.00079699),tensor(-0.00149404),tensor(-0.00240942),tensor(0.00463559),tensor(0.00156409),tensor(0.00057647),tensor(-0.00156572)
7,tensor(0.00106078),tensor(0.00476292),tensor(-4.97703240e-06),tensor(-0.00068402),tensor(0.00679193),tensor(0.00400411),tensor(0.00182027),tensor(-8.64329122e-05),tensor(0.00111291),tensor(0.00235901),tensor(-0.00041963),tensor(0.00162163),tensor(0.00216506),tensor(-0.00027463),tensor(-0.00054955),tensor(-0.00091746),tensor(-0.00985507)
8,tensor(-0.00032238),tensor(0.00267941),tensor(-0.00055222),tensor(-0.00038372),tensor(0.00560175),tensor(0.00533281),tensor(0.00289495),tensor(0.00210466),tensor(0.00365700),tensor(0.00519495),tensor(0.00026626),tensor(-0.00039514),tensor(-0.00087856),tensor(0.00342722),tensor(0.00137580),tensor(0.00087943),tensor(-0.00043567)
9,tensor(0.00030606),tensor(0.00279892),tensor(-0.00069466),tensor(-0.00088298),tensor(0.00446910),tensor(0.00359729),tensor(0.00377177),tensor(0.00238503),tensor(0.00385564),tensor(0.00513190),tensor(0.00040628),tensor(0.00170617),tensor(0.00243201),tensor(0.00311763),tensor(-0.00010996),tensor(-0.00105952),tensor(-0.01748240)
10,tensor(0.00027427),tensor(0.00211024),tensor(-0.00161952),tensor(-0.00080212),tensor(0.00410531),tensor(-0.00084904),tensor(0.00242746),tensor(0.00152661),tensor(0.00270694),tensor(0.00410680),tensor(0.00023596),tensor(0.00090520),tensor(0.00208423),tensor(0.00319362),tensor(-0.00074400),tensor(-0.00178714),tensor(-0.01299995)
11,tensor(0.00135900),tensor(0.00457909),tensor(0.00328230),tensor(0.00012682),tensor(0.00382410),tensor(0.00372436),tensor(0.00279974),tensor(-0.00066368),tensor(0.00023341),tensor(0.00017530),tensor(-0.00064747),tensor(0.00307637),tensor(0.00459210),tensor(0.00055684),tensor(0.00013004),tensor(0.00065251),tensor(-0.00619064)
