,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,tensor(-0.00119147),tensor(-0.00594211),tensor(-0.00654278),tensor(-0.00205606),tensor(-0.00518669),tensor(-0.01061034),tensor(0.00488082),tensor(0.00264446),tensor(0.00350512),tensor(0.00496502),tensor(0.00094237),tensor(0.00038486),tensor(-0.00089037),tensor(0.00274744),tensor(-0.00202824),tensor(-0.00396217),tensor(-0.01747664)
1,tensor(-0.00026026),tensor(-0.00243440),tensor(-0.00336616),tensor(-0.00155905),tensor(-0.00079719),tensor(-0.00448598),tensor(0.00300393),tensor(0.00079438),tensor(0.00111719),tensor(0.00162362),tensor(0.00032122),tensor(0.00143759),tensor(0.00107367),tensor(1.82546537e-05),tensor(-0.00213869),tensor(-0.00332458),tensor(-0.01289686)
2,tensor(-0.00029483),tensor(-0.00155930),tensor(-0.00242041),tensor(-0.00127754),tensor(0.00148886),tensor(-0.00162549),tensor(0.00260332),tensor(0.00083705),tensor(0.00127895),tensor(0.00202228),tensor(0.00027256),tensor(0.00103890),tensor(0.00083069),tensor(0.00083599),tensor(-0.00157649),tensor(-0.00257244),tensor(-0.00696782)
3,tensor(-0.00096698),tensor(-0.00333711),tensor(-0.00360512),tensor(-0.00124897),tensor(-0.00184734),tensor(-0.00339785),tensor(0.00342133),tensor(0.00190227),tensor(0.00259892),tensor(0.00367083),tensor(0.00065733),tensor(-7.70571860e-05),tensor(-0.00084266),tensor(0.00253395),tensor(-0.00090171),tensor(-0.00203994),tensor(-0.00144282)
4,tensor(-0.00063975),tensor(-0.00017055),tensor(-0.00097605),tensor(-0.00098592),tensor(0.00433701),tensor(0.00451429),tensor(0.00161083),tensor(0.00102366),tensor(0.00181480),tensor(0.00305329),tensor(0.00023935),tensor(-0.00056675),tensor(-0.00064473),tensor(0.00266901),tensor(-0.00093319),tensor(-0.00200574),tensor(-0.01539697)
5,tensor(-0.00018168),tensor(-0.00103302),tensor(-0.00207807),tensor(-0.00144345),tensor(0.00287907),tensor(-0.00254445),tensor(0.00317562),tensor(0.00057874),tensor(0.00097249),tensor(0.00147490),tensor(0.00020123),tensor(0.00157751),tensor(0.00153340),tensor(0.00036847),tensor(-0.00189895),tensor(-0.00287507),tensor(-0.00899244)
6,tensor(-4.37781782e-05),tensor(0.00214536),tensor(0.00206477),tensor(-0.00032264),tensor(0.00669154),tensor(0.00748402),tensor(0.00089495),tensor(-0.00055976),tensor(-4.25688158e-05),tensor(0.00086681),tensor(-0.00032767),tensor(0.00018022),tensor(0.00079080),tensor(0.00044650),tensor(-0.00055452),tensor(-0.00050435),tensor(0.00570090)
7,tensor(-0.00023845),tensor(0.00109658),tensor(-0.00021976),tensor(-0.00109821),tensor(-0.00144387),tensor(0.00350900),tensor(0.00222365),tensor(0.00083386),tensor(0.00163372),tensor(0.00304244),tensor(0.00015299),tensor(0.00079136),tensor(0.00149820),tensor(0.00269873),tensor(-0.00123244),tensor(-0.00237574),tensor(-0.01468992)
8,tensor(-0.00100623),tensor(-0.00214944),tensor(-0.00251257),tensor(-0.00150866),tensor(0.00047515),tensor(-0.00039258),tensor(0.00511841),tensor(0.00301564),tensor(0.00423408),tensor(0.00623534),tensor(0.00091392),tensor(0.00065129),tensor(0.00027844),tensor(0.00469619),tensor(-0.00128266),tensor(-0.00251410),tensor(-0.00747381)
9,tensor(2.34235085e-05),tensor(0.00313225),tensor(0.00197268),tensor(-0.00068616),tensor(0.00704194),tensor(0.00733406),tensor(0.00323594),tensor(0.00090591),tensor(0.00193253),tensor(0.00392361),tensor(2.22422623e-05),tensor(0.00101064),tensor(0.00204504),tensor(0.00267187),tensor(-0.00082966),tensor(-0.00131625),tensor(0.00076721)
